sample_id,folder_id,sent_id,sentence,prob_1
691,AK,5468,"Only five of the 17 musical numbers from the stage musical were used in the film, and Meredith Willson wrote ""He's My Friend"" to extend the song score.",-41.87699890136719
692,AK,10665,"system builders and PC enthusiasts who used to recommend Western Digital above all else, were going to the competition, particularly Maxtor, whose products had improved significantly by the late 1990s.",-103.41182708740234
693,AK,100,"Dinagat Island partly encloses the gulf to the southeast, and the small Homonhon Island and Suluan Island, sit astride the eastern entrance to the Gulf.",-55.943931579589844
694,AK,12109,"The Brazilian Constitution states that, if the President should fail to sign a bill into law within 15 days of its passing in Congress, it is regarded as tacitly approved.",-30.58145523071289
695,AK,7263,"The 14th-magnitude galaxy IC 4965 lies 1.7 degrees west of Alpha Pavonis, and is a central member of the Shapley Supercluster.",-50.016029357910156
696,AK,5131,"A new chair of German language and literature was founded for his benefit, and he became professor extraordinarius (1841) and then professor ordinarius (1843).",-17.040224075317383
697,FJ,5169,"These tweaks address Swift's original lyrics that plead ""Please don’t be in love with someone else / Please don’t have somebody waiting on you.""",-122.11576843261719
698,FJ,5524,"Affiliated with Bankura University, it offers honours courses in Bengali, Sanskrit, English, history, geography, political science, philosophy and education, and a general course in arts.",-31.944517135620117
699,FJ,2509,"In 1922 he published ""Studie över artilleriets samverkan med infanteriet"" (""Study of the Artillery's Cooperation with the Infantry"").",-89.41197204589844
700,FJ,7919,"Anomalopus gowi  The speckled worm-skink (""Anomalopus gowi"") is a species of skink found in Queensland in Australia.",-14.340253829956055
701,FJ,11763,"St. John's Trail (TR 174) follows along the Arroyo de los Chamisos, enters and exits the arroyo to the left and crosses Wilderness Gate Rd.,",-76.65190124511719
702,BR,13806,"Gilbert Clements  Gilbert Ralph Clements, (September 11, 1928 – November 27, 2012) was a Canadian politician and the 25th Lieutenant Governor of Prince Edward Island from 1995 to 2001.",-99.30213165283203
703,BR,2825,"In January, 1943, the division was once more reassigned, now to the 60th Army, where it would remain for the duration, apart from a few months later that year.",-28.410240173339844
704,BR,10358,"Located near the Lebanese Border between the cities of Ma'alot-Tarshiha and Safed, it falls under the jurisdiction of Ma'ale Yosef Regional Council.",-34.441707611083984
705,BR,13633,"Foster Air Force Base was established as an advanced single-engine flying school for fighter pilots six miles (10 km) northeast of Victoria, Texas, in the spring of 1941.",-44.57463073730469
706,BR,14258,"During the era of the Islamic ""Nabi"" (Prophet) Muhammad, many military expeditions took place here including the Battle of Hamra al-Asad and caravan raids.",-40.58199691772461
707,BR,3289,"He says several times that he has ""a thing"" for Xena, and this seems to prevent him from killing her, even when pitted against her in deadly combat.,",-42.405696868896484
708,BR,11147,"As a result, DCA possibly can lower the total average ""cost per share"" of the investment, giving the investor a lower overall cost for the shares purchased over time.",-56.45885467529297
709,EQ,4141,"RAF has funded 157 charitable projects in Sudan, and has initiated the implementation of service complexes for several villages in Darfur within the framework of its “Darfur development program”.",-124.08831787109375
710,EQ,6350,"A six-month research assistantship at ICI Americas in Richmond, CA under the mentorship of Dr. William G. Haag was his first experience in chemistry research.",-52.61888122558594
711,EQ,12170,"The ""bumbu"" spice mixture consist of black pepper, red chili pepper, shallot, garlic, cardamom, caraway, cumin and star anise.",-31.432723999023438
712,EQ,1162,"It was heavily criticised for its extremely high cost estimates and absurdly long construction timeframe, with the suggestion that this meant the government had never intended the project to go ahead.",-31.364227294921875
713,EQ,471,"James Tredwell was a part of the World Cup squad, but only featured in the final group stage match against Afghanistan after both sides had already been eliminated from the tournament.",-27.205114364624023
714,EQ,2642,"Glacial erosion has superficially scoured an elongated area of the Baltic spanning from northern Småland, via Stockholm and Åland to the coast at the Finnish-Russian border.",-64.68716430664062
715,DB,1936,"Its music was always written in the treble clef as though for an instrument pitched in 4' C, but the actual sounds produced depended on the size of instrument used.",-77.3333740234375
716,DB,5344,"The observation tower, accessible only on foot via Trail #3, rises at 3,537 feet above sea level, making it the highest manmade point on the island.",-33.77901840209961
717,DB,619,the Sub-Committee on relations with the Organisation for Economic Co-operation and Development (OECD) and the European Bank for Reconstruction and Development (EBRD);,-7.348176956176758
718,DB,3775,"Norman Bettison  Sir Norman George Bettison, QPM (born 3 January 1956) is a British former police officer and the former Chief Constable of West Yorkshire Police.",-28.793603897094727
719,DB,10387,"At the end of that decade he migrated to Mexican football, where he became the star in the central defense of Cruz Azul, pairing with Javier ""Kaliman"" Guzman.",-58.68068313598633
720,AG,4896,Typical high temperatures hover around 90 °F (32 °C) during July and August and 30 (-1 °C) to 55 °F (13 °C) in December/January.,-33.309226989746094
721,AG,2536,"Jabiru, [[Cooinda]] and South Alligator all have commercial camping areas and are in close proximity to most of the important natural attractions in these areas.",-76.9156723022461
722,BM,4394,"One of McRae's early songs, ""Dream of Life"", was, through their influence, recorded in 1939 by Wilson’s long-time collaborator Billie Holiday.",-77.08523559570312
723,BM,5344,"He also played Scrooge in Carousel Theatre’s 1999 ""A Christmas Carol"" and has toured Canada, the United States, Europe and Africa with the Great Mozart Hunt.",-85.21720886230469
724,BM,12941,"The song ""Almeno stavolta"" was a highly popular song, it peaked at number five on the charts and remained in the Top 10 for 12 weeks.",-60.29900360107422
725,BM,14239,"While recognized quickly as a safe and stable institution, the Millikin bank made little money and keeping his own $75,000 fortune intact during those years was a priority.",-69.88516235351562
726,BM,2833,"In his second season with the Canucks, he guided the team during their playoff run to the finals, which they lost to Brodeur's old team, the Islanders.",-26.848133087158203
727,BM,5255,"In January of 2018, the St. Olaf Band performed this piece on a joint concert with an elementary summer band, and the performance was adored by all who came to listen.",-75.82330322265625
728,BM,5824,"The light from 143 searchlights, which were intended to blind the defenders, was diffused by the early morning mist and made useful silhouettes of the attacking Red Army formations.",-51.63483810424805
729,AS,12908,"In some cases this procedure will be repeated, for example in high-dimensional problems where the user has to screen out unimportant variables before performing a full sensitivity analysis.",-54.66975021362305
730,AS,8670,"At the direction of Josephine Roche, daughter of the recently deceased owner of the Rocky Mountain Fuel Company, the picketers had been served coffee and doughnuts on previous mornings.",-70.36390686035156
731,AS,8826,"In all of these cases, these birds are neither gregarious nor known to be bad-tasting, and due to their size difference and habitat preferences do not compete much;",-49.40966796875
732,AS,13745,"This meant that transported troops had to mount and dismount the vehicle via the roof hatches, which made them an easy target on the battlefield when these actions were performed.",-45.18628692626953
733,AS,8274,Roy Jenkins wrote that Hoare was the most liberal Home Secretary between H. H. Asquith (1892–1895) and Rab Butler (1957–1962).,-99.0503921508789
734,AS,5489,"In 1972, he became director of the World Fertility Survey, a project sponsored by the International Statistical Institute and the United Nations which aimed to study fertility in developed and developing nations.",-23.911264419555664
735,AS,6569,"There, she addresses his small stature and, although he is at first angry, he allows her to stay and is charmed when she claims not to care about his legs.",-42.904300689697266
736,AA,520,"A May 2016 report with an anonymous retail employee highlighted a hostile work environment with harassment from customers, intense internal criticism, and a lack of significant bonuses for securing major business contracts.",-85.45039367675781
737,AA,4096,"Through another line, also on his father's side, Crosby is descended from ""Mayflower"" passenger William Brewster (c. 1567 – April 10, 1644).",-78.86341857910156
738,AA,3666,"The Global Environment Facility (GEF), created in 1990, set aside US$30 million for Brazil, part of which is managed by a national fund called Funbio.",-69.90351867675781
